rom_offset,rom_addr,normal_level_indices,classification,type,name,x,y,width,height,spawnType,subtype,treetype,legsColor,num,portTo,level,setglobal,state,route,dial,turn,all_properties_json
0x0041C8BC,0x0841C8BC,7,level_descriptor_table,fgtile,Fgtile,44.8182,144.045,16,16,,,,,10,8,,,,,,,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""44.8182"", ""y"": ""144.045"", ""width"": ""16"", ""height"": ""16"", ""num"": ""10"", ""portTo"": ""8""}"
0x0041C900,0x0841C900,7,level_descriptor_table,fgtile,Fgtile,60.9091,144,16,16,,,,,10,8,,,,,,,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""60.9091"", ""y"": ""144"", ""width"": ""16"", ""height"": ""16"", ""num"": ""10"", ""portTo"": ""8""}"
0x0041C944,0x0841C944,7,level_descriptor_table,fgtile,Fgtile,120.75,107.25,16,16,,,,,10,6,,,,,,,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""120.75"", ""y"": ""107.25"", ""width"": ""16"", ""height"": ""16"", ""num"": ""10"", ""portTo"": ""6""}"
0x0041D9F4,0x0841D9F4,5,level_descriptor_table,player,Player,977.281,174.349,16,32,,,,1,,,,,,,,,"{""type"": ""player"", ""name"": ""Player"", ""x"": ""977.281"", ""y"": ""174.349"", ""width"": ""16"", ""height"": ""32"", ""legsColor"": ""1""}"
0x0041DA30,0x0841DA30,5,level_descriptor_table,fgtile,Fgtile,960,144,16,16,,,,,150,0,,,,,,,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""960"", ""y"": ""144"", ""width"": ""16"", ""height"": ""16"", ""num"": ""150"", ""portTo"": ""0""}"
0x0041DA74,0x0841DA74,5,level_descriptor_table,fgtile,Fgtile,945.75,398.583,90,4,,,14,,,,,,,,,1,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""945.75"", ""y"": ""398.583"", ""width"": ""90"", ""height"": ""4"", ""treetype"": ""14"", ""turn"": ""1""}"
0x0041DAB8,0x0841DAB8,5,level_descriptor_table,fgtile,Fgtile,800,448,4,90,,,0,,,,,,,,,0,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""800"", ""y"": ""448"", ""width"": ""4"", ""height"": ""90"", ""treetype"": ""0"", ""turn"": ""0""}"
0x0041DAFC,0x0841DAFC,5,level_descriptor_table,fgtile,Fgtile,722,458.667,4,40,,,1,,,,,,,,,2,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""722"", ""y"": ""458.667"", ""width"": ""4"", ""height"": ""40"", ""treetype"": ""1"", ""turn"": ""2""}"
0x0041DB40,0x0841DB40,5,level_descriptor_table,fgtile,Fgtile,992,144,16,16,,,,,150,0,,,,,,,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""992"", ""y"": ""144"", ""width"": ""16"", ""height"": ""16"", ""num"": ""150"", ""portTo"": ""0""}"
0x0041DB84,0x0841DB84,5,level_descriptor_table,fgtile,Fgtile,976,144,16,16,,,,,150,0,,,,,,,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""976"", ""y"": ""144"", ""width"": ""16"", ""height"": ""16"", ""num"": ""150"", ""portTo"": ""0""}"
0x0041DBC8,0x0841DBC8,5,level_descriptor_table,spawner,spawner,900.667,1105.67,16,-32,npc,,,8,1,1,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""900.667"", ""y"": ""1105.67"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""8"", ""num"": ""1"", ""portTo"": ""1"", ""spawnType"": ""npc"", ""turn"": ""1""}"
0x0041DC24,0x0841DC24,5,level_descriptor_table,spawner,spawner,938.5,1116.33,16,-32,npc,8,,8,1,2,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""938.5"", ""y"": ""1116.33"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""8"", ""num"": ""1"", ""portTo"": ""2"", ""spawnType"": ""npc"", ""subtype"": ""8""}"
0x0041DC80,0x0841DC80,5,level_descriptor_table,spawner,spawner,1349.33,1152.17,16,-32,npc,,,24,2,0,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1349.33"", ""y"": ""1152.17"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""24"", ""num"": ""2"", ""portTo"": ""0"", ""spawnType"": ""npc""}"
0x0041DCD4,0x0841DCD4,5,level_descriptor_table,spawner,spawner,924.167,1102.17,16,-32,npc,2,,8,1,1,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""924.167"", ""y"": ""1102.17"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""8"", ""num"": ""1"", ""portTo"": ""1"", ""spawnType"": ""npc"", ""subtype"": ""2"", ""turn"": ""1""}"
0x0041DD38,0x0841DD38,5,level_descriptor_table,spawner,spawner,1377,1207.5,16,-32,npc,4,,8,1,1,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1377"", ""y"": ""1207.5"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""8"", ""num"": ""1"", ""portTo"": ""1"", ""spawnType"": ""npc"", ""subtype"": ""4"", ""turn"": ""1""}"
0x0041DD9C,0x0841DD9C,5,level_descriptor_table,spawner,spawner,1401,1199,16,-32,npc,6,,8,1,1,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1401"", ""y"": ""1199"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""8"", ""num"": ""1"", ""portTo"": ""1"", ""spawnType"": ""npc"", ""subtype"": ""6"", ""turn"": ""0""}"
0x0041DE00,0x0841DE00,5,level_descriptor_table,spawner,spawner,1409.5,636.5,16,-32,npc,8,,8,1,1,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1409.5"", ""y"": ""636.5"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""8"", ""num"": ""1"", ""portTo"": ""1"", ""spawnType"": ""npc"", ""subtype"": ""8"", ""turn"": ""0""}"
0x0041DE64,0x0841DE64,5,level_descriptor_table,spawner,spawner,1370.83,1157.17,16,-32,npc,10,,8,1,1,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1370.83"", ""y"": ""1157.17"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""8"", ""num"": ""1"", ""portTo"": ""1"", ""spawnType"": ""npc"", ""subtype"": ""10"", ""turn"": ""0""}"
0x0041DEC8,0x0841DEC8,5,level_descriptor_table,spawner,spawner,988,415.167,16,-32,npc,14,,8,1,1,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""988"", ""y"": ""415.167"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""8"", ""num"": ""1"", ""portTo"": ""1"", ""spawnType"": ""npc"", ""subtype"": ""14"", ""turn"": ""1""}"
0x0041DF2C,0x0841DF2C,5,level_descriptor_table,fgtile,Fgtile,867,724,90,4,,,16,,,,,,,,,1,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""867"", ""y"": ""724"", ""width"": ""90"", ""height"": ""4"", ""treetype"": ""16"", ""turn"": ""1""}"
0x0041DF70,0x0841DF70,5,level_descriptor_table,fgtile,Fgtile,1344,1096,16,16,,,,,10,4,,,,,,,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""1344"", ""y"": ""1096"", ""width"": ""16"", ""height"": ""16"", ""num"": ""10"", ""portTo"": ""4""}"
0x0041DFB4,0x0841DFB4,5,level_descriptor_table,fgtile,Fgtile,1360,1096,16,16,,,,,10,4,,,,,,,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""1360"", ""y"": ""1096"", ""width"": ""16"", ""height"": ""16"", ""num"": ""10"", ""portTo"": ""4""}"
0x0041DFF8,0x0841DFF8,5,level_descriptor_table,fgtile,Fgtile,1376,1096,16,16,,,,,10,4,,,,,,,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""1376"", ""y"": ""1096"", ""width"": ""16"", ""height"": ""16"", ""num"": ""10"", ""portTo"": ""4""}"
0x0041E03C,0x0841E03C,5,level_descriptor_table,spawner,spawner,1171.5,1174.5,16,-32,npc,2,,72,1,0,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1171.5"", ""y"": ""1174.5"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""72"", ""num"": ""1"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""subtype"": ""2"", ""turn"": ""1""}"
0x0041E0A0,0x0841E0A0,5,level_descriptor_table,spawner,spawner,1196,1170.5,16,-32,npc,0,,72,1,0,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1196"", ""y"": ""1170.5"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""72"", ""num"": ""1"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""subtype"": ""0"", ""turn"": ""0""}"
0x0041E104,0x0841E104,5,level_descriptor_table,spawner,spawner,1210.5,1181,16,-32,npc,,,56,5,0,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1210.5"", ""y"": ""1181"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""56"", ""num"": ""5"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""0""}"
0x0041E160,0x0841E160,5,level_descriptor_table,spawner,spawner,1155,1184.5,16,-32,npc,,,64,6,0,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1155"", ""y"": ""1184.5"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""64"", ""num"": ""6"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""1""}"
0x0041E1BC,0x0841E1BC,5,level_descriptor_table,spawner,spawner,1408,1127,16,-32,npc,,,48,4,0,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1408"", ""y"": ""1127"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""48"", ""num"": ""4"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""0""}"
0x0041E218,0x0841E218,5,level_descriptor_table,spawner,spawner,1423.5,1136.5,16,-32,npc,,,40,6,0,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1423.5"", ""y"": ""1136.5"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""40"", ""num"": ""6"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""0""}"
0x0041E274,0x0841E274,5,level_descriptor_table,spawner,spawner,1205,1134.5,16,-32,npc,,,96,5,0,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1205"", ""y"": ""1134.5"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""96"", ""num"": ""5"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""0""}"
0x0041E2D0,0x0841E2D0,5,level_descriptor_table,spawner,spawner,1194,1142.5,16,-32,npc,,,88,6,0,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1194"", ""y"": ""1142.5"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""88"", ""num"": ""6"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""1""}"
0x0041E32C,0x0841E32C,5,level_descriptor_table,spawner,spawner,1289.5,1162.5,16,-32,npc,,,104,5,0,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1289.5"", ""y"": ""1162.5"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""104"", ""num"": ""5"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""0""}"
0x0041E388,0x0841E388,5,level_descriptor_table,spawner,spawner,1259,1155.5,16,-32,npc,6,,72,1,1,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1259"", ""y"": ""1155.5"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""72"", ""num"": ""1"", ""portTo"": ""1"", ""spawnType"": ""npc"", ""subtype"": ""6"", ""turn"": ""1""}"
0x0041E3EC,0x0841E3EC,5,level_descriptor_table,spawner,spawner,1222.5,1140,16,-32,npc,14,,72,1,0,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1222.5"", ""y"": ""1140"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""72"", ""num"": ""1"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""subtype"": ""14"", ""turn"": ""0""}"
0x0041E450,0x0841E450,5,level_descriptor_table,spawner,spawner,1267.5,1178.5,16,-32,npc,10,,72,1,1,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1267.5"", ""y"": ""1178.5"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""72"", ""num"": ""1"", ""portTo"": ""1"", ""spawnType"": ""npc"", ""subtype"": ""10"", ""turn"": ""1""}"
0x0041E4B4,0x0841E4B4,5,level_descriptor_table,spawner,spawner,1317.5,1105.5,16,-32,npc,,,80,2,0,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1317.5"", ""y"": ""1105.5"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""80"", ""num"": ""2"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""0""}"
0x0041E510,0x0841E510,5,level_descriptor_table,spawner,spawner,1070,1167,16,-16,npc,,,112,5,0,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1070"", ""y"": ""1167"", ""width"": ""16"", ""height"": ""-16"", ""legsColor"": ""112"", ""num"": ""5"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""1""}"
0x0041E56C,0x0841E56C,5,level_descriptor_table,spawner,spawner,1033,1174.5,16,-16,npc,,,112,5,0,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1033"", ""y"": ""1174.5"", ""width"": ""16"", ""height"": ""-16"", ""legsColor"": ""112"", ""num"": ""5"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""0""}"
0x0041E5C8,0x0841E5C8,5,level_descriptor_table,spawner,spawner,1057.5,1149.5,16,-16,npc,,,112,5,0,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1057.5"", ""y"": ""1149.5"", ""width"": ""16"", ""height"": ""-16"", ""legsColor"": ""112"", ""num"": ""5"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""1""}"
0x0041E624,0x0841E624,5,level_descriptor_table,spawner,spawner,994.75,1159.75,16,-16,npc,,,112,5,0,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""994.75"", ""y"": ""1159.75"", ""width"": ""16"", ""height"": ""-16"", ""legsColor"": ""112"", ""num"": ""5"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""0""}"
0x0041E680,0x0841E680,5,level_descriptor_table,spawner,spawner,1293.5,1108.5,16,-16,npc,,,112,5,0,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1293.5"", ""y"": ""1108.5"", ""width"": ""16"", ""height"": ""-16"", ""legsColor"": ""112"", ""num"": ""5"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""1""}"
0x0041E6DC,0x0841E6DC,5,level_descriptor_table,spawner,spawner,1337,1176.5,16,-32,npc,4,,24,1,0,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1337"", ""y"": ""1176.5"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""24"", ""num"": ""1"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""subtype"": ""4""}"
0x0047C354,0x0847C354,4,level_descriptor_table,player,Player,878.667,740,16,32,,,,1,,,,,,,,,"{""type"": ""player"", ""name"": ""Player"", ""x"": ""878.667"", ""y"": ""740"", ""width"": ""16"", ""height"": ""32"", ""legsColor"": ""1""}"
0x0047C390,0x0847C390,4,level_descriptor_table,spawner,spawner,894.667,671.667,16,-32,npc,,,24,2,0,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""894.667"", ""y"": ""671.667"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""24"", ""num"": ""2"", ""portTo"": ""0"", ""spawnType"": ""npc""}"
0x0047C3E4,0x0847C3E4,4,level_descriptor_table,spawner,spawner,838.001,639.667,16,-32,npc,,,32,4,0,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""838.001"", ""y"": ""639.667"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""32"", ""num"": ""4"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""1""}"
0x0047C440,0x0847C440,4,level_descriptor_table,spawner,spawner,945.334,650.333,16,-32,npc,,,8,1,1,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""945.334"", ""y"": ""650.333"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""8"", ""num"": ""1"", ""portTo"": ""1"", ""spawnType"": ""npc""}"
0x0047C494,0x0847C494,4,level_descriptor_table,spawner,spawner,663.333,624.667,16,-32,npc,10,,8,1,1,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""663.333"", ""y"": ""624.667"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""8"", ""num"": ""1"", ""portTo"": ""1"", ""spawnType"": ""npc"", ""subtype"": ""10"", ""turn"": ""1""}"
0x0047C4F8,0x0847C4F8,4,level_descriptor_table,spawner,spawner,688,635.333,16,-32,npc,12,,8,1,1,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""688"", ""y"": ""635.333"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""8"", ""num"": ""1"", ""portTo"": ""1"", ""spawnType"": ""npc"", ""subtype"": ""12"", ""turn"": ""0""}"
0x004A9578,0x084A9578,3,level_descriptor_table,player,Player,362.667,767.333,16,-16,,,,1,,,,,,,,,"{""type"": ""player"", ""name"": ""Player"", ""x"": ""362.667"", ""y"": ""767.333"", ""width"": ""16"", ""height"": ""-16"", ""legsColor"": ""1""}"
0x004A95B4,0x084A95B4,3,level_descriptor_table,spawner,spawner,574.666,855,16,-32,npc,,,0,8,2,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""574.666"", ""y"": ""855"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""0"", ""num"": ""8"", ""portTo"": ""2"", ""spawnType"": ""npc""}"
0x004A9608,0x084A9608,3,level_descriptor_table,spawner,spawner,582.667,925.833,16,-16,grass,,,,,,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""582.667"", ""y"": ""925.833"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass""}"
0x004A9644,0x084A9644,3,level_descriptor_table,spawner,spawner,636.167,1059.33,16,-16,grass,,,,,,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""636.167"", ""y"": ""1059.33"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass"", ""turn"": ""1""}"
0x004A9688,0x084A9688,3,level_descriptor_table,spawner,spawner,638.167,1024.33,16,-16,grass,,,,,,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""638.167"", ""y"": ""1024.33"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass"", ""turn"": ""1""}"
0x004A96CC,0x084A96CC,3,level_descriptor_table,spawner,spawner,629.167,1010.83,16,-16,grass,,,,,,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""629.167"", ""y"": ""1010.83"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass"", ""turn"": ""1""}"
0x004A9710,0x084A9710,3,level_descriptor_table,spawner,spawner,659.667,1023.83,16,-16,grass,,,,,,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""659.667"", ""y"": ""1023.83"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass"", ""turn"": ""1""}"
0x004A9754,0x084A9754,3,level_descriptor_table,spawner,spawner,654.167,1006.33,16,-16,grass,,,,,,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""654.167"", ""y"": ""1006.33"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass"", ""turn"": ""1""}"
0x004A9798,0x084A9798,3,level_descriptor_table,spawner,spawner,634.667,942.333,16,-16,grass,,,,,,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""634.667"", ""y"": ""942.333"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass"", ""turn"": ""1""}"
0x004A97DC,0x084A97DC,3,level_descriptor_table,spawner,spawner,636.167,900.333,16,-16,grass,,,,,,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""636.167"", ""y"": ""900.333"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass"", ""turn"": ""1""}"
0x004A9820,0x084A9820,3,level_descriptor_table,spawner,spawner,584.167,946.333,16,-16,grass,,,,,,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""584.167"", ""y"": ""946.333"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass""}"
0x004A985C,0x084A985C,3,level_descriptor_table,spawner,spawner,727.667,1022.33,16,-16,grass,,,,,,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""727.667"", ""y"": ""1022.33"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass"", ""turn"": ""1""}"
0x004A98A0,0x084A98A0,3,level_descriptor_table,spawner,spawner,743.667,930.833,16,-16,grass,,,,,,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""743.667"", ""y"": ""930.833"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass""}"
0x004A98DC,0x084A98DC,3,level_descriptor_table,spawner,spawner,631.667,990.833,16,-16,grass,,,,,,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""631.667"", ""y"": ""990.833"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass""}"
0x004A9918,0x084A9918,3,level_descriptor_table,spawner,spawner,639.667,1068.33,16,-16,grass,,,,,,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""639.667"", ""y"": ""1068.33"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass""}"
0x004A9954,0x084A9954,3,level_descriptor_table,spawner,spawner,578.667,939.833,16,-16,grass,,,,,,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""578.667"", ""y"": ""939.833"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass""}"
0x004A9990,0x084A9990,3,level_descriptor_table,spawner,spawner,572.167,928.833,16,-16,grass,,,,,,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""572.167"", ""y"": ""928.833"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass""}"
0x004A99CC,0x084A99CC,3,level_descriptor_table,spawner,spawner,576.167,923.833,16,-16,grass,,,,,,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""576.167"", ""y"": ""923.833"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass""}"
0x004A9A08,0x084A9A08,3,level_descriptor_table,spawner,spawner,733.167,1026.33,16,-16,grass,,,,,,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""733.167"", ""y"": ""1026.33"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass""}"
0x004A9A44,0x084A9A44,3,level_descriptor_table,spawner,spawner,728.667,1067.33,16,-16,grass,,,,,,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""728.667"", ""y"": ""1067.33"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass"", ""turn"": ""1""}"
0x004A9A88,0x084A9A88,3,level_descriptor_table,spawner,spawner,740.667,1073.33,16,-16,grass,,,,,,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""740.667"", ""y"": ""1073.33"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass"", ""turn"": ""1""}"
0x004A9ACC,0x084A9ACC,3,level_descriptor_table,spawner,spawner,726.833,1032.17,16,-16,grass,,,,,,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""726.833"", ""y"": ""1032.17"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass"", ""turn"": ""1""}"
0x004A9B10,0x084A9B10,3,level_descriptor_table,spawner,spawner,644.833,935.333,16,-16,grass,,,,,,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""644.833"", ""y"": ""935.333"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass""}"
0x004A9B4C,0x084A9B4C,3,level_descriptor_table,spawner,spawner,645,926.833,16,-16,grass,,,,,,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""645"", ""y"": ""926.833"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass""}"
0x004A9B88,0x084A9B88,3,level_descriptor_table,spawner,spawner,575.333,886.667,16,-16,grass,,,,,,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""575.333"", ""y"": ""886.667"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass""}"
0x004A9BC4,0x084A9BC4,3,level_descriptor_table,spawner,spawner,481,1033.33,16,-16,grass,,,,,,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""481"", ""y"": ""1033.33"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass""}"
0x004A9C00,0x084A9C00,3,level_descriptor_table,spawner,spawner,509,778.333,16,-16,grass,,,,,,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""509"", ""y"": ""778.333"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass""}"
0x004A9C3C,0x084A9C3C,3,level_descriptor_table,spawner,spawner,674,815.333,16,-16,grass,,,,,,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""674"", ""y"": ""815.333"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass""}"
0x004A9C78,0x084A9C78,3,level_descriptor_table,spawner,spawner,560,770.667,16,-16,grass,,,,,,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""560"", ""y"": ""770.667"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass""}"
0x004A9CB4,0x084A9CB4,3,level_descriptor_table,spawner,spawner,516,784.667,16,-16,grass,,,,,,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""516"", ""y"": ""784.667"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass""}"
0x004A9CF0,0x084A9CF0,3,level_descriptor_table,spawner,spawner,680.667,830,16,-16,grass,,,,,,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""680.667"", ""y"": ""830"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass"", ""turn"": ""1""}"
0x004A9D34,0x084A9D34,3,level_descriptor_table,spawner,spawner,517,738.833,16,-16,grass,,,,,,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""517"", ""y"": ""738.833"", ""width"": ""16"", ""height"": ""-16"", ""spawnType"": ""grass"", ""turn"": ""1""}"
