level,camera_x,camera_y,state_label,physical_index,mutation_branch,mutation_patch_index,expected_sha256,re_sha256,mismatch_pixels,visible_alias_pixels,visible_alias_screenblocks,first_mismatch_x,first_mismatch_y,classification,expected_bg_index,re_bg_index,expected_screenblock,re_screenblock,expected_entry,re_entry,expected_tile_index,re_tile_index,expected_palette_index,re_palette_index,expected_color,re_color,expected_tile_alias_sb,re_tile_alias_sb
9,0,0,corner_top_left,,,,d0e9460840bd0abf4ad1bfe19f16cca68a13ee4d42bff0fa30d8e2052236aaec,d0e9460840bd0abf4ad1bfe19f16cca68a13ee4d42bff0fa30d8e2052236aaec,0,0,,,,match,,,,,,,,,,,,,,
9,608,0,fgtile_1_alternate,1,alternate,1,d3c1add7321fb0fd1e08c24e33a9bbb53ae44ffdb326b5cf75a4257bbc08ee7b,d3c1add7321fb0fd1e08c24e33a9bbb53ae44ffdb326b5cf75a4257bbc08ee7b,0,0,,,,match,,,,,,,,,,,,,,
9,608,0,fgtile_1_base,1,base,0,d1373e97165e27dbe7d7c366a16e5ea94bae0792e3f22701375f5e88971deb52,d1373e97165e27dbe7d7c366a16e5ea94bae0792e3f22701375f5e88971deb52,0,0,,,,match,,,,,,,,,,,,,,
9,6016,0,corner_top_right,,,,167a5719faf0f01349e0627ae23f0fb0dce2aa912bccb74cd85e7f73a19d5a6c,167a5719faf0f01349e0627ae23f0fb0dce2aa912bccb74cd85e7f73a19d5a6c,0,0,,,,match,,,,,,,,,,,,,,
9,473,238,fgtile_3_alternate,3,alternate,11,8962d535517bc8b106f4dc907df005698c5187a8c4469e104a6353825e90d2d9,8962d535517bc8b106f4dc907df005698c5187a8c4469e104a6353825e90d2d9,0,0,,,,match,,,,,,,,,,,,,,
9,473,238,fgtile_3_base,3,base,10,8962d535517bc8b106f4dc907df005698c5187a8c4469e104a6353825e90d2d9,8962d535517bc8b106f4dc907df005698c5187a8c4469e104a6353825e90d2d9,0,0,,,,match,,,,,,,,,,,,,,
9,659,242,fgtile_4_alternate,4,alternate,11,d53634cbca7d9b8a96ae302194ea794396d991cf43e0b6fbdf64f3ebe2ce3c4c,d53634cbca7d9b8a96ae302194ea794396d991cf43e0b6fbdf64f3ebe2ce3c4c,0,0,,,,match,,,,,,,,,,,,,,
9,659,242,fgtile_4_base,4,base,10,ac94fcda64e67b4e64ea41a6d4aa1af1a3550af9dcac40bd52be9aa2c9a9ce42,ac94fcda64e67b4e64ea41a6d4aa1af1a3550af9dcac40bd52be9aa2c9a9ce42,0,0,,,,match,,,,,,,,,,,,,,
9,274,269,spawn,,,,237e6240b8edcd7d5642d7dece2cfb2bfa41cd27ca335739b43d1c77a52b69e0,237e6240b8edcd7d5642d7dece2cfb2bfa41cd27ca335739b43d1c77a52b69e0,0,0,,,,match,,,,,,,,,,,,,,
9,0,864,corner_bottom_left,,,,f2f34abe5941e940f19cb207cb057a692608f03817a007fc029499df6dd50d40,f2f34abe5941e940f19cb207cb057a692608f03817a007fc029499df6dd50d40,0,0,,,,match,,,,,,,,,,,,,,
9,6016,864,corner_bottom_right,,,,f31948edd69cdc0dbfc82754e0d913e3bf53dee68517a16aeab6f521cab99c09,f31948edd69cdc0dbfc82754e0d913e3bf53dee68517a16aeab6f521cab99c09,0,0,,,,match,,,,,,,,,,,,,,
10,0,0,corner_top_left,,,,5dc7b6a0bc4f098ff55e993339a6e5dd79256bbe1b56f18c235a7391e1305217,5dc7b6a0bc4f098ff55e993339a6e5dd79256bbe1b56f18c235a7391e1305217,0,0,,,,match,,,,,,,,,,,,,,
10,1104,0,corner_top_right,,,,92da3d90f99a1218ac6fb697681d0994f3ec05c5ca612eb721522a063890521e,92da3d90f99a1218ac6fb697681d0994f3ec05c5ca612eb721522a063890521e,0,0,,,,match,,,,,,,,,,,,,,
10,89,800,spawn,,,,b6f98d13644dce7131abd46e1928658ce9cf90eb4c7d7b8b3a7497a337cc1700,b6f98d13644dce7131abd46e1928658ce9cf90eb4c7d7b8b3a7497a337cc1700,0,0,,,,match,,,,,,,,,,,,,,
10,0,864,corner_bottom_left,,,,3d18a7c06c1338f191cba5aea6865b43bb85791def7eb95f32a1fd2c25e07a40,3d18a7c06c1338f191cba5aea6865b43bb85791def7eb95f32a1fd2c25e07a40,0,0,,,,match,,,,,,,,,,,,,,
10,1104,864,corner_bottom_right,,,,6b6e25f024e0a010e051236ad59a605a6293b4ca3e455252b43c5809a0ee2c60,6b6e25f024e0a010e051236ad59a605a6293b4ca3e455252b43c5809a0ee2c60,0,0,,,,match,,,,,,,,,,,,,,
